中文系館,歷史系館,修齊大樓,雲平大樓,建築系館,建築研究大樓,都計系館,工設系館,藝術所,軍訓館,唯農大樓,會計系館,工管系館,交管系館,企管系館,統計系館,管理學院,國企所,台文系館,地科系館,數學系館,化學系館,生科系館,理化大樓,工科系館,資訊系館,資源系館,材料系館,土木系館,水利系館,環工系館,綜合大樓,物理二館,測量系館,資訊大樓,物理一館,系統系館,航太系館,機械系館,電機系館,化工系館,照坤精密儀器大樓,資訊新館,醫技醫工館,醫學院,護理系館,物治系館,職治系館,門診大樓,材料新館,工程中心,統一健康大樓,社科院大樓,K館後棟圖書部上方,勝八,空中大學,無,飛撲,德祐的家,詩人,小西門,歷史文物館,榕園,成功湖,光復操場,中正堂,光一舍,光二舍,光三舍,理髮部,合作社,格致堂,禮賢樓,舊文學院大樓,原日軍台南衛戍病院(804軍醫院),鳳凰樹劇場,歷史文物館,外語中心,華語中心,成大附設高工,空中大學台南指導中心,大成館-原日軍步兵第二聯隊營舍,綠色魔法學校,台灣文學系館,總圖書館,耐震大樓,敬業第一學生宿舍,敬業第三學生宿舍,近海水文中心,卓群大樓,自強操場,自強籃球場,自強排球場,自強棒球場,自強壘球場,自強橄欖球場,奇美樓,航太宿舍,技轉育成中心,勝六舍,太子學舍,蒸氣火車,共同教室,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,校內道路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路,大學路林森路口,大學路長榮路口,大學路勝利路口,大學路前鋒路口,小東路,小東路,小東路,小東路,小東路,小東路,小東路,小東路,小東路勝利路口,小東路前鋒路口,小東路長榮路口,小東路林森路口,東豐路前鋒路口,東豐路勝利路口,東豐路長榮路口,東豐路林森路口,林森路,林森路,林森路長榮巷子路口,長榮路長榮巷子路口,長榮路,長榮路,長榮路,長榮路,長榮路,長榮路,長榮路,長榮路,長榮路,長榮路,勝利路,勝利路,勝利路,勝利路,勝利路,勝利路,勝利路
663.586 1365.52,600.813 1258.69,643.633 1418.73,566.356 1098.54,187.791 1406.02,169.576 1318.68,315.525 1450.34,390.698 1235.62,237.036 1328.8,391.759 1045,395.082 1132.24,626.388 933.741,637.749 933.741,648.19 933.124,625.466 921.866,637.75 919.91,645.119 919.379,629.458 911.46,293.721 1691.95,854.29 906.994,937.774 1092.49,992.454 998.624,1071.94 1435.67,850.616 999.023,1124.63 770.712,1120.86 879.624,1118.68 998.454,1121.01 1113.27,1123.52 1233.92,1131.08 1438.52,1124.16 1348.55,875.65 752.419,876.894 822.558,1016.2 1095.31,847.871 1025.25,990.801 921.48,1558.29 749.373,1499.39 586.865,1559.47 899.882,1466.59 829.593,1468.21 982.115,1559.09 1026.25,1316.7 875.057,1238.38 1710.45,1087.17 1652.2,1155.25 1609.48,1300.28 1664.61,1300.07 1660.06,632.899 1630.37,1319.52 1071.83,1424.51 514.815,726.06 1818.39,412.082 1669.21,987.949 517.719,1131.98 341.556,222.808 1330.74,292.777 1308.34,558.832 1027.81,1142.74 494.911,482.802 757.299,714.354 1262.21,652.941 1299.13,470.832 1344.53,574.079 1341.62,196.364 940.449,534.151 788.348,171.319 1087.33,200.639 1148.12,167.914 1225.05,394.474 1060.59,390.495 1036.49,989.218 824.697,248.417 1299.49,634.529 1253.92,282.473 1692.88,665.469 1135.26,666.158 1298.78,649.533 1418.81,657.007 1418.01,380.322 1129.73,209.298 1333.18,394.831 1283.06,397.277 1636.19,303.637 1690.16,1011.89 1263.6,163.558 1339.77,1469.95 1575.54,1390.07 1727.76,1419.45 1696.1,1322.59 1354.9,1526.93 1258.55,1564.84 1406.25,1562.53 1338.79,1433.54 1323.46,1462.2 1323.86,1431.23 1294.09,1474.16 718.466,1629.03 469.012,1558.1 739.613,899.207 432.556,809.561 609.377,656.965 881.063,1309.55 958.632,1484.48 717.368,1484.48 726.558,1518.45 725.117,1546.37 725.653,1547.54 742.787,1551.21 700.407,1647.18 703.833,1646.99 752.252,1649.52 823.843,1649.5 903.454,1652.03 970.226,1651.18 1027.17,1651.41 1077.19,1551.82 1081.9,1548.9 1024.62,1551.88 970.7,1547.34 899.664,1548.95 828.999,1475.07 770.367,1474.58 828.957,1478.43 902.946,1479.21 981.537,1483.17 1084.04,1385.56 1085.91,1380.81 978.521,1380.34 902.136,1378.2 821.064,1377.25 775.357,1483.58 648.288,1479.42 588.043,1475.26 531.241,1426.37 530.416,1387.54 529.548,1383.81 427.014,1649.87 419.554,1650.21 531.124,1651.98 643.382,1392.19 1696.17,1309.93 1663.62,1308.08 1592.46,1311.53 1672.14,1227.17 1674.07,1226.71 1663.97,1205.91 1663.6,1205.82 1590.96,1173.19 1664.63,1227.92 1748.23,1332.8 1744.22,1154.67 1590.61,1133.51 1588.28,1091.65 1590.99,989.777 1588.36,861.901 1587.28,859.141 1626.29,841.201 1626.73,845.801 1707.5,833.382 1718.96,820.962 1698.75,790.143 1695.5,835.277 1761.72,834.357 1800.73,819.177 1816.77,794.798 1823.17,630.787 1598.48,403.036 1654.57,496.321 1642.22,492.843 1617.58,285.592 1672.66,282.832 1642.78,247.505 1682.11,228.186 1736.65,262.409 1944.93,515.398 1418.76,641.599 1403.18,641.599 1373.67,633.544 1303.28,628.037 1272.03,604.832 1277.64,676.808 1266.42,696.474 1237.57,502.714 1290.63,573.62 1279.84,504.549 1343.55,465.217 1292.27,471.904 1422.49,312.652 1441.77,299.279 1374.46,186.241 1389.97,177.981 1390.77,171.688 1338.69,171.295 1328.67,219.806 1321.69,249.322 1316.35,394.67 1293.65,293.9 1235.64,233.686 1238,171.898 1215.19,272.134 1042.54,216.818 1058.27,202.081 1109.01,214.281 1134.18,171.953 1064.96,295.52 1039.65,301.817 1128.54,276.592 1152.79,389.935 1112.28,468.253 1101.25,486.326 1209.27,387.15 1224.3,565.43 1084.39,689.1 1073.41,689.707 1132.47,721.979 1070.8,715.942 878.155,716.493 835.44,711.142 767.707,625.877 844.266,531.199 856.364,541.619 929.465,280.044 885.414,282.799 943.231,553.879 999.947,397.953 1023.62,404.013 1042.9,414.149 872.463,374.007 880.568,887.859 753.512,889.396 819.533,989.682 815.106,1083.02 812.005,1083.81 770.209,1081.29 706.951,991.886 758.928,991.886 718.712,888.067 767.771,1125.49 496.342,1121.35 630.214,1213.02 351.816,1181.31 351.242,1186.94 266.809,1087.69 269.242,1073.91 270.672,829.228 277.088,818.889 292.305,834.052 310.189,865.068 308.696,931.925 307.071,1001.54 309.576,1078.04 305.156,1072.53 351.405,929.857 360.897,872.65 363.176,873.339 430.792,868.514 497.737,985.686 491.099,982.24 449.713,1066.58 443.976,1068.66 404.727,1065.89 483.919,1064.51 629.234,990.455 635.851,986.994 674.406,1225.07 304.056,1286.67 305.658,1302.77 149.175,1230.8 139.729,1137.6 89.8014,1084.07 87.7694,1085 173.174,1302.75 307,1256.61 534.568,1245.54 580.442,1082.46 878.364,1085.92 945.871,1203.58 944.923,1308.4 937.146,1087.2 997.751,886.495 915.749,885.803 999.082,888.094 1030.15,888.571 1072.1,938.401 1073.66,1015.92 1073.25,1090.66 1072.14,1092.05 1055.62,1234.93 1054.18,1087.97 1114.11,1090.41 1176.1,1247.52 1169.79,1293.89 1147.92,1095.27 1234.51,1095.27 1220.05,1075.54 1219.07,1056.85 1236.22,1019.13 1241.24,984.183 1240.08,938.505 1229.93,874.832 1235.9,810.411 1237.79,874.083 1086.04,877.23 1322.12,875.385 1420.37,1096.44 1437.75,1098.65 1412.41,1096.44 1346.84,1092.56 1288.97,1214.93 1291.62,1239.6 1304.49,1327.32 1307.46,1330.64 1355.41,1332.3 1387.92,1336.18 1401.71,1319.57 1409.91,1204.41 1404.53,1654.99 1256.53,1656.84 1366.73,1561.79 1373.73,1476.9 1376.18,1443.68 1373.3,1395.69 1372.21,1391.08 1316.17,517.093 713.481,706.726 696.955,248.795 730.666,810.901 693.968,892.453 693.759,986.578 689.144,1081.26 688.388,1129.43 684.707,1183.68 681.048,1215.8 681.716,1407.16 681.775,1483.57 677.095,1677.91 677.805,1342.93 680.99,770.347 695.536,34.1293 753.509,268.329 1559.04,527.171 1531.06,632.369 1521.8,854.049 1509.79,882.655 1507.14,1096.74 1506.08,1133.65 1501.63,1472.9 1508.1,768.239 1510.47,125.044 1569.64,1362.19 1505.75,1700.71 1495.87,176.9 1994.38,777.635 1927.71,1370.06 1869.26,1705.03 1823.65,1685.38 970.616,1681.88 824.596,1675.84 283.49,1337.18 301.538,1336.26 400.71,1339.03 531.117,1335.55 546.787,1333.49 604.561,1340.21 822.345,1346.67 905.933,1347.81 938.149,1348.71 1087,1346.94 1151.63,1351.56 1306.84,782.854 493.099,775.933 607.401,763.775 844.199,763.827 1072.67,770.812 1241.76,772.091 1690.88,772.091 1825.87
0,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,23.4489,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009
1e+009,0,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,19.3715,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009
1e+009,1e+009,0,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,15.6825,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009
1e+009,1e+009,1e+009,0,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,14.1803,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009,1e+009
